"PRECINCT","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT.y","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles","total_pop_sum","white_sum","over65sum","white_pct","nonwhite_pct","over65pct","turnout_pct_chg","tvotes16B","dist_chgXage65over","dist_chgXnonwhite","dist_chg_squared","color_nonwhite","color65"
"B158",51,29,3,38,"7",22,NA,"B158",203,275,72,-85.5642420639544,38.1299076475083,93702.5897676644,61,61,"B158","Bates Elementary School Gym","7601 Bardstown Rd","{1AF96C80-99C4-4EED-832C-71F1504F99BC}",-85.578661511,38.137227281,-85.741452,38.199089,10.7651136261163,0.933773993178392,9.83133963293789,1610.64040833884,1481.48901783193,325.158958779253,91.9813640687117,8.01863593128834,20.188178385181,35.4679802955665,203,198.47683827505,78.8339332333749,96.6552389781753,"#9FDDF3","#7D76C7"
"I150",52,37,3,35,"5",13,"H149","I150",16,16,0,-85.7096241868426,38.1236430000079,106296.051595447,59,59,"I150","Minors Lane Elementary School-Gym","8510 Minor Ln","{C9D2EB63-BBFC-4A14-B605-D9B6B1600F72}",-85.714352777,38.1253441120001,-85.741452,38.199089,5.48471721083582,0.283091467246737,5.20162574358908,342.914339946413,241.30643705831,20.7846354711573,70.3693047937331,29.6306952062669,6.06117419131708,0,16,31.5279597099326,154.127786985359,27.0569103763686,"#00BAFF","#DDDBFB"
"I138",53,37,3,37,"5",13,NA,"I138",0,0,0,-85.7251340288106,38.1254519626156,107669.230187673,59,59,"I150","Minors Lane Elementary School-Gym","8510 Minor Ln","{C9D2EB63-BBFC-4A14-B605-D9B6B1600F72}",-85.714352777,38.1253441120001,-85.741452,38.199089,5.15603719524223,0.587447215024729,4.5685899802175,585.798177143196,413.393542335883,35.8379793419206,70.5692776908096,29.4307223091904,6.11780315136764,0,1,27.9497341782812,134.456903052331,20.8720144073437,"#00BAFF","#DDDBFB"
"B162",54,29,3,38,"7",22,NA,"B162",186,311,125,-85.5562947890013,38.1161966643087,92836.8761633212,594,595,"B177","Living Hope Baptist Church","10205 Bardstown Bluff Rd","{CDED9E36-6BB6-47D6-81E4-37DDA64A764C}",-85.562745481,38.0975718440001,-85.741452,38.199089,11.5915966562276,1.33181161689391,10.2597850393337,1180.72510994428,1083.01441845367,198.666380691529,91.7245182076951,8.2754817923049,16.8257945069792,67.2043010752688,186,172.629034757608,84.9046642859683,105.263189053336,"#9FDDF3","#B1AAFB"
"B124",55,29,3,38,"6",23,NA,"B124",159,232,73,-85.6094711597413,38.1313174369407,97658.3736850207,35,35,"B169","Teamsters Local 783","7711 Beulah Church Rd","{28BFA575-455A-4AE6-A24C-CC6044D49DED}",-85.6114310729999,38.134216107,-85.741452,38.199089,8.57324214943301,0.226650856800569,8.34659129263244,1322.46913849688,1199.2705152597,204.806931146813,90.6841967308814,9.31580326911865,15.4867077941492,45.9119496855346,159,129.261220426188,77.7552024499025,69.6655862062477,"#9FDDF3","#B1AAFB"
"J152",56,38,3,38,"5",13,"I125p","J152",121,111,-10,-85.7656008825578,38.1227609888908,111172.225261504,37,37,"I124","Fairdale Christian Church/Gym","9000 Brown Austin Rd","{880F6A8D-F522-4A18-83EB-AAD71CAAB195}",-85.767690902,38.1201002700001,-85.741452,38.199089,5.42625553076568,0.215975360567932,5.21028017019775,2124.91753626045,1820.699749827,225.738531227199,85.683313293709,14.316686706291,10.6234019614929,-8.26446280991736,121,55.3509005800063,74.5939488487216,27.1470194519559,"#9FDDF3","#B1AAFB"
"I149",57,37,3,37,"5",13,"H140","I149",0,0,0,-85.7075868675624,38.1356842329944,106259.313113084,59,59,"I150","Minors Lane Elementary School-Gym","8510 Minor Ln","{C9D2EB63-BBFC-4A14-B605-D9B6B1600F72}",-85.714352777,38.1253441120001,-85.741452,38.199089,4.74604124611769,0.802799095233195,3.94324215088449,9.19393825940988,6.47111808258464,0.556940490714252,70.3846153846154,29.6153846153846,6.05769230769231,0,1,23.886947644781,116.780632930041,15.5491586605121,"#00BAFF","#DDDBFB"
"Q132",58,46,3,19,"6",23,NA,"Q132",127,149,22,-85.6355407333888,38.1340334790274,99963.5946029386,66,66,"Q109","Central Government Center","7201 Outer Loop","{E858CD30-E3DD-4BC7-A764-2DEA79BAF359}",-85.629653344,38.138074983,-85.741452,38.199089,7.30708515797671,0.424925350443085,6.88215980753363,1464.77305287327,1163.24018097643,273.66355464186,79.4143624293637,20.5856375706363,18.6830003531979,17.3228346456693,127,128.579394114915,141.673647501087,47.3641236164313,"#00BAFF","#B1AAFB"
"Q125",59,46,3,19,"6",23,NA,"Q125",307,456,149,-85.6216878537824,38.13197115259,98730.5886253863,64,64,"Q125","Summit Heights United Methodist Ch","7400 Outer Loop","{07EC9D36-4F8F-44A3-8838-00BF85E41699}",-85.6231364129999,38.136921618,-85.741452,38.199089,7.9975686135641,0.350441796656377,7.64712681690773,1668.68696845929,1380.37347323169,204.026270372155,82.7221341883068,17.2778658116932,12.2267551810831,48.5342019543974,307,93.499547429026,132.126030987532,58.4785485538694,"#9FDDF3","#B1AAFB"
"H147",60,35,3,37,"5",24,NA,"H147",149,176,27,-85.6911492799648,38.1338564447916,104804.565015477,73,73,"I142","Okolona Elementary School Gym","7606 Preston Hwy","{A46DC806-349B-45C0-ABA1-D5E231E059E3}",-85.690054787,38.1408244030001,-85.741452,38.199089,5.2674268629175,0.484275509197213,4.78315135372028,1122.63478386802,968.921874218468,178.291532209363,86.3078436675606,13.6921563324394,15.8815257438454,18.1208053691275,149,75.9637413608175,65.4916560968572,22.8785368725961,"#9FDDF3","#B1AAFB"
"Q112",61,46,3,37,"5",24,NA,"Q112",219,264,45,-85.6766395907267,38.1332178465802,103532.51836579,49,49,"Q112","St Rita Catholic Church Casper Ctr","8709 Preston Hwy","{2BDFBF03-475D-410F-B28A-987906197F03}",-85.679761737,38.1268969180001,-85.741452,38.199089,5.75297910592093,0.467970972925324,5.28500813299561,1846.92117177003,1627.55481022428,406.496477018398,88.1225920792541,11.8774079207459,22.0094112965755,20.5479452054795,219,116.319917704847,62.7721974600488,27.9313109658297,"#9FDDF3","#7D76C7"
"Q114",62,46,3,19,"6",23,NA,"Q114",164,267,103,-85.6505132454661,38.1341943949416,101269.346111905,53,53,"Q115","Smyrna Elementary School","6401 Outer Loop","{1E85358F-BB31-408B-BF1A-B2E80D4BF969}",-85.6410240869999,38.138818611,-85.741452,38.199089,6.67493570263199,0.607398466239629,6.06753723639236,1475.27024744204,1265.51559683085,357.698495717418,85.7819507324244,14.2180492675756,24.2463030985427,62.8048780487805,164,147.115346895263,86.2685433598763,36.8150081150078,"#9FDDF3","#7D76C7"
"Q113",63,46,3,35,"6",24,NA,"Q113",92,107,15,-85.6635386028889,38.1343963907073,102406.23949948,75,75,"Q105","Hartstern Elementary School Gym","5200 Morningside Way","{4454B588-DF1D-4BA1-A349-BC55A6F94F2E}",-85.666574824,38.141668515,-85.741452,38.199089,6.15701687141074,0.528136590974947,5.62888028043579,838.272558718582,784.733274928549,243.308572876931,93.613141306704,6.38685869329603,29.0249955514305,16.304347826087,92,163.378225099183,35.9508629526239,31.6842932114789,"#9FDDF3","#7D76C7"
"B149",64,29,3,38,"6",22,NA,"B149",98,152,54,-85.5978204076305,38.1331401225135,96668.3670007654,35,35,"B169","Teamsters Local 783","7711 Beulah Church Rd","{28BFA575-455A-4AE6-A24C-CC6044D49DED}",-85.6114310729999,38.134216107,-85.741452,38.199089,9.04771322065122,0.74517726804869,8.30253595260253,1281.58855967755,1127.30179157828,191.924522564802,87.9612870344217,12.0387129655783,14.9755177756183,55.1020408163265,98,124.334774740909,99.9518472197758,68.9321032442576,"#9FDDF3","#B1AAFB"
"B175",65,29,3,38,"6",22,NA,"B175",188,344,156,-85.5837430853564,38.1278989444943,95373.6636601191,61,61,"B158","Bates Elementary School Gym","7601 Bardstown Rd","{1AF96C80-99C4-4EED-832C-71F1504F99BC}",-85.578661511,38.137227281,-85.741452,38.199089,9.89262416445657,0.700419865876847,9.19220429857972,1303.96168789598,1101.50108218,200.446269320544,84.4734237519923,15.5265762480077,15.3720980594128,82.9787234042553,188,141.303465859923,142.723460929163,84.4966198668275,"#9FDDF3","#B1AAFB"
"A111",66,28,3,37,"4",14,NA,"A111",177,255,78,-85.852315396951,38.138082713855,118904.201218933,79,79,"A136","Greenwood Elementary School Gym","5801 Greenwood Rd","{BEFE36E5-E33B-43D4-A37D-7BCCC50FA239}",-85.861174018,38.1454139310001,-85.741452,38.199089,7.35841251538482,0.698944741228438,6.65946777415638,1782.99359625947,1626.84543242297,269.851132163989,91.2423598063349,8.75764019366514,15.1347224538612,44.0677966101695,177,100.78919645229,58.3212226473696,44.3485110350273,"#9FDDF3","#B1AAFB"
"A136",67,28,3,37,"4",14,NA,"A136",123,146,23,-85.8600991879753,38.1389966190823,119593.329585235,79,79,"A136","Greenwood Elementary School Gym","5801 Greenwood Rd","{BEFE36E5-E33B-43D4-A37D-7BCCC50FA239}",-85.861174018,38.1454139310001,-85.741452,38.199089,7.67567608427311,0.446468081496511,7.22920800277659,820.785925165195,755.119240575422,121.504382612056,91.9995357405091,8.00046425949091,14.8034193675533,18.6991869918699,123,107.016997760374,57.8370202506398,52.2614483474091,"#9FDDF3","#B1AAFB"
"J150",68,38,3,37,"5",13,"I122p/I123p","J150",124,181,57,-85.7754365791625,38.1423988464679,112253.480296899,57,57,"I122","Auburndale Elementary School Gym","5749 New Cut Rd","{4458E196-85FF-40A2-8619-BE24FB50185C}",-85.771030605,38.13502622,-85.741452,38.199089,4.32579856822493,0.562297713812154,3.76350085441278,780.022332788691,557.938631194587,106.875339767073,71.5285457532834,28.4714542467166,13.7015743363371,45.9677419354839,124,51.565886721605,107.152342383892,14.1639386811657,"#00BAFF","#B1AAFB"
"A108",69,28,3,37,"4",14,NA,"A108",242,306,64,-85.860613838434,38.1351322676082,119595.758384245,79,79,"A136","Greenwood Elementary School Gym","5801 Greenwood Rd","{BEFE36E5-E33B-43D4-A37D-7BCCC50FA239}",-85.861174018,38.1454139310001,-85.741452,38.199089,7.84611416367171,0.709799417995713,7.13631474567599,2037.2701122583,1863.0356145523,305.541510228945,91.4476486619216,8.55235133807837,14.9975944962082,26.4462809917355,242,107.02755475296,61.0322709641304,50.9269881493526,"#9FDDF3","#B1AAFB"
"A107",70,28,3,37,"4",12,NA,"A107",146,194,48,-85.8702751767692,38.1377295294174,120466.939775066,55,55,"A105","Sanders Elementary School/Gym","8408 Terry Rd","{91B57341-73B8-4304-AD36-D231A0D16171}",-85.875998265,38.1323548670001,-85.741452,38.199089,8.19239502298917,0.484375846246696,7.70801917674247,1350.0978995273,1237.54364814669,205.783953183455,91.6632526115319,8.33674738846814,15.2421504585338,32.8767123287671,146,117.486788029173,64.2598087419701,59.4135596290297,"#9FDDF3","#B1AAFB"
"H146",71,35,3,37,"6",13,"H134p","H146",173,248,75,-85.7011678614144,38.142630521008,105789.531024146,73,73,"I142","Okolona Elementary School Gym","7606 Preston Hwy","{A46DC806-349B-45C0-ABA1-D5E231E059E3}",-85.690054787,38.1408244030001,-85.741452,38.199089,4.46933074224575,0.618028617362683,3.85130212488306,2870.65482424532,2274.09869426051,347.422347331165,79.2188135979864,20.7811864020136,12.1025469309951,43.3526011560694,173,46.6105647118384,80.0346273476659,14.8325280571288,"#00BAFF","#B1AAFB"
"B160",72,29,3,19,"6",22,NA,"B160",129,182,53,-85.6012536678689,38.1452524920979,97138.6308717687,83,83,"B163","Beulah Presbyterian Church Gym","6704 Bardstown Rd","{FFA1336E-3AC9-433E-8DFD-988D4130263D}",-85.5875014009999,38.1493803120001,-85.741452,38.199089,8.48881810552391,0.801328614257604,7.68748949126631,738.9031159516,648.712677894913,81.9079630085924,87.7940103229184,12.2059896770816,11.085074787255,41.0852713178295,129,85.216395936924,93.8334173730696,59.0974946783299,"#9FDDF3","#B1AAFB"
"B154",73,29,3,14,"7",22,NA,"B154",161,260,99,-85.5746438519684,38.1445569126301,94817.1350872728,61,61,"B158","Bates Elementary School Gym","7601 Bardstown Rd","{1AF96C80-99C4-4EED-832C-71F1504F99BC}",-85.578661511,38.137227281,-85.741452,38.199089,9.83050591162852,0.550874452238397,9.27963145939013,1584.28759240668,1324.24864028339,109.840108264183,83.5863795582555,16.4136204417445,6.93309149113044,61.4906832298137,161,64.336533911924,152.312348613701,86.111560022103,"#9FDDF3","#DDDBFB"
"B133",74,29,3,19,"6",23,NA,"B133",239,299,60,-85.6161751968562,38.1420480424371,98388.4823837763,70,70,"B133","Highview Bapt Ch/Fegenbush Campus","7711 Fegenbush Ln","{3EEBFE4A-FD30-4555-B281-30EA84884DAB}",-85.617639173,38.1405518830001,-85.741452,38.199089,7.87454048644025,0.130414759354328,7.74412572708592,2173.183998842,1975.59464861512,376.794374991157,90.9078407381902,9.0921592618098,17.3383558498469,25.1046025104602,239,134.27040760217,70.4108244541438,59.971483276914,"#9FDDF3","#B1AAFB"
"Q105",75,46,3,35,"6",24,NA,"Q105",349,489,140,-85.6587967270818,38.142590768558,102102.365226437,77,77,"Q103","Parkland Baptist Church Gym","7206 Shepherdsville Rd","{374A5F98-AE06-4EAB-98C7-552964B6EC17}",-85.660848548,38.1451509940001,-85.741452,38.199089,5.9531504899096,0.208979328933737,5.74417116097587,2939.31980628489,2315.60446781488,516.91175552088,78.7802832091842,21.2197167908158,17.5861011930588,40.1146131805158,349,101.017575307172,121.889685233879,32.9955023265869,"#00BAFF","#B1AAFB"
"B163",76,29,3,14,"6",22,NA,"B163",237,352,115,-85.591458043714,38.1432946565917,96258.5809122315,83,83,"B163","Beulah Presbyterian Church Gym","6704 Bardstown Rd","{FFA1336E-3AC9-433E-8DFD-988D4130263D}",-85.5875014009999,38.1493803120001,-85.741452,38.199089,9.0283034363443,0.471831166445848,8.55647226989845,1866.18221853454,1567.51330342202,188.398103153492,83.9957260257757,16.0042739742243,10.0953755363415,48.5232067510549,237,86.3808008309173,136.940126460307,73.2132177055411,"#9FDDF3","#B1AAFB"
"J135",77,38,3,37,"5",25,NA,"J135",152,248,96,-85.7911062527334,38.1386084379211,113573.052063658,86,86,"J120","Kenwood Elementary School Gym","7420 Justan Ave","{AB510D66-8B6D-4C67-9D6E-ED7C38A76C15}",-85.787251785,38.145504712,-85.741452,38.199089,4.97104397063318,0.519925489826687,4.45111848080649,1905.60280770801,1489.83366288023,319.22279707754,78.1817520867398,21.8182479132602,16.7518013610344,63.1578947368421,152,74.5642526248994,97.1156065055299,19.8124557301771,"#00BAFF","#B1AAFB"
"Q104",78,46,3,37,"6",24,NA,"Q104",70,104,34,-85.6827382210237,38.1441071567718,104205.803543682,73,73,"I142","Okolona Elementary School Gym","7606 Preston Hwy","{A46DC806-349B-45C0-ABA1-D5E231E059E3}",-85.690054787,38.1408244030001,-85.741452,38.199089,4.95994961466968,0.458364607272804,4.50158500739687,1743.58990197289,892.261507820108,95.0602700428934,51.1738171235394,48.8261828764606,5.4519855807453,48.5714285714286,70,24.542576550827,219.795212805093,20.2642675788203,"#3791FF","#DDDBFB"
"A124",79,28,3,37,"4",25,"A125p","A124",187,249,62,-85.8335051018809,38.1363526358452,117244.176453238,80,80,"K132","Southwest Government Center","7219 Dixie Hwy","{DAE32927-224A-4C79-99A1-347FD63C76C3}",-85.837697813,38.1459241270001,-85.741452,38.199089,6.621803090537,0.698550453186399,5.9232526373506,1415.50273718201,1309.05113242378,196.005469441341,92.4795903277334,7.52040967226655,13.84705690019,33.1550802139037,187,82.0196163035943,44.5452864252098,35.0849218058808,"#9FDDF3","#B1AAFB"
"Q103",80,46,3,35,"6",24,NA,"Q103",327,401,74,-85.6586644646906,38.1483879916643,102172.863121689,77,77,"Q103","Parkland Baptist Church Gym","7206 Shepherdsville Rd","{374A5F98-AE06-4EAB-98C7-552964B6EC17}",-85.660848548,38.1451509940001,-85.741452,38.199089,5.70499066071068,0.252977281621729,5.45201337908895,1379.40177859109,1097.10332714065,198.98211363021,79.5347189026549,20.4652810973451,14.4252469960891,22.6299694189602,327,78.6466396193403,111.576986349541,29.7244498857649,"#00BAFF","#B1AAFB"
"J120",81,38,3,37,"5",25,NA,"J120",206,244,38,-85.7805056676869,38.1462734935253,112743.717105258,86,86,"J120","Kenwood Elementary School Gym","7420 Justan Ave","{AB510D66-8B6D-4C67-9D6E-ED7C38A76C15}",-85.787251785,38.145504712,-85.741452,38.199089,4.21800193968977,0.371255261460208,3.84674667822956,1504.10538170493,1246.34482600892,257.431496641579,82.8628659380342,17.1371340619658,17.1152566683708,18.4466019417476,206,65.8380567361019,65.9222135272415,14.7974600064702,"#9FDDF3","#B1AAFB"
"I124",82,37,3,37,"5",13,NA,"I124",102,124,22,-85.7504127265959,38.1384920240472,110025.193508357,57,57,"I122","Auburndale Elementary School Gym","5749 New Cut Rd","{4458E196-85FF-40A2-8619-BE24FB50185C}",-85.771030605,38.13502622,-85.741452,38.199089,4.20787742009787,1.1483155970415,3.05956182305638,2681.24241566593,1812.16227282191,264.423653952811,67.5866628930617,32.4133371069383,9.8619823559347,21.5686274509804,102,30.1733447158734,99.1706087702453,9.36091854910408,"#00BAFF","#DDDBFB"
"O129",83,44,3,37,"4",12,NA,"O129",245,360,115,-85.8602670703638,38.1476541918928,119708.647658666,79,79,"A136","Greenwood Elementary School Gym","5801 Greenwood Rd","{BEFE36E5-E33B-43D4-A37D-7BCCC50FA239}",-85.861174018,38.1454139310001,-85.741452,38.199089,7.37807555711897,0.162219219884745,7.21585633723423,2491.21810508499,2063.31825505714,428.856633280412,82.8236697078257,17.1763302921743,17.2147365341094,46.9387755102041,245,124.219065713471,123.941931789214,52.0685826796034,"#9FDDF3","#B1AAFB"
"B156",84,29,3,19,"6",23,NA,"B156",243,357,114,-85.6083283778336,38.1508219072178,97837.6097127856,70,70,"B133","Highview Bapt Ch/Fegenbush Campus","7711 Fegenbush Ln","{3EEBFE4A-FD30-4555-B281-30EA84884DAB}",-85.617639173,38.1405518830001,-85.741452,38.199089,7.97610066917492,0.871172905607004,7.10492776356792,2056.48544241763,1791.91276078447,213.252217278151,87.1347165325848,12.8652834674152,10.3697411554467,46.9135802469136,243,73.6762618363462,91.4069096938098,50.4799985255182,"#9FDDF3","#B1AAFB"
"B166",85,29,3,14,"6",22,NA,"B166",154,218,64,-85.5945411487526,38.1512696879622,96648.1713710296,82,82,"B155","Fern Creek High School-Gym","9115 Fern Creek Rd","{8608C1BE-F28F-4FF5-B08D-F1CE73644469}",-85.592496621,38.156408777,-85.741452,38.199089,8.65208026113718,0.371530822730037,8.28054943840714,1077.99413848018,936.094461114192,146.338080880565,86.8366930486239,13.1633069513761,13.575034933574,41.5584415584416,154,112.408747895564,108.999413983798,68.5674990019048,"#9FDDF3","#B1AAFB"
"Q101",86,46,3,35,"6",2,NA,"Q101",306,442,136,-85.6677506263774,38.1523521152125,103020.432307224,106,106,"Q134","Green Acres Baptist Church","5189 Poplar Level Rd","{2DA0F822-5C57-4D64-80F9-ED78A835B11F}",-85.6667757979999,38.1604360420001,-85.741452,38.199089,5.14717000719233,0.560085055496621,4.58708495169571,894.955490213417,578.439893334277,78.8350324391682,64.633370001042,35.366629998958,8.80882158959309,44.4444444444444,306,40.4068129557948,162.22973626041,21.0413483540732,"#00BAFF","#DDDBFB"
"B168",87,29,3,14,"7",22,NA,"B168",217,341,124,-85.5820988563081,38.1532577327249,95600.7407853152,83,83,"B163","Beulah Presbyterian Church Gym","6704 Bardstown Rd","{FFA1336E-3AC9-433E-8DFD-988D4130263D}",-85.5875014009999,38.1493803120001,-85.741452,38.199089,9.23401530852154,0.397618532851257,8.83639677567029,1864.51634795753,1513.33693102353,175.57663942462,81.1651199884249,18.8348800115751,9.41673907107085,57.1428571428571,217,83.2100427649389,166.432473004419,78.0819079770763,"#9FDDF3","#DDDBFB"
"B132",88,29,3,19,"6",23,NA,"B132",170,276,106,-85.6213473855953,38.1527937423358,98998.1347400938,88,88,"B132","Luhr Elementary School Gym","6900 Fegenbush Ln","{7372C1F7-82C1-474C-BFD2-BCBA52E29320}",-85.62965561,38.149377658,-85.741452,38.199089,7.27715070893855,0.510168614540067,6.76698209439848,966.757750433709,871.356397673024,198.113928789644,90.1318243667676,9.86817563323237,20.4926134495189,62.3529411764706,170,138.673148280324,66.7777678144628,45.7920466659096,"#9FDDF3","#7D76C7"
"O137",89,44,3,37,"4",12,NA,"O137",313,451,138,-85.8610630403551,38.1532597554749,119847.211972254,84,84,"A111","Pleasure Ridge HS Small Gym","5901 Greenwood Rd","{E5848163-A891-4A10-935A-1B1805D9B4A0}",-85.86368368,38.1458977030001,-85.741452,38.199089,7.23890105105209,0.527453515061791,6.7114475359903,1691.42459476521,1354.81545671983,345.973233859283,80.0990751176758,19.9009248823242,20.4545467134648,44.0894568690096,313,137.279617139882,133.564013265403,45.0435280283503,"#9FDDF3","#7D76C7"
"B185",90,29,3,19,"6",22,"Q130","B185",69,116,47,-85.6095080093296,38.158112969442,98056.1416003416,89,89,"Q107","Burnett Avenue Baptist Church","6800 S Hurstbourne Pkwy","{9911334F-16AE-431F-9272-09524F8B1655}",-85.6202744449999,38.161282805,-85.741452,38.199089,7.71950529682222,0.625753969656616,7.0937513271656,902.036288667472,718.754053474055,60.2560113619433,79.6812791795584,20.3187208204416,6.67999858974146,68.1159420289855,69,47.3862488614428,144.135952786315,50.3213078916637,"#00BAFF","#DDDBFB"
