MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|SENTTYPE|SENTDATE|RECTYPE|RECDATE|ACC OR REJ|DUP|REQ DENIED|
SCARBOROUGH|N||009611899|D|1-1|1|30|28|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 01:25 pm|ACC|||
SCARBOROUGH|N||009612053|D|1-1|1|30|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 08:25 am|ACC|||
SCARBOROUGH|N||009612078|D|1-1|1|30|28|1|WV|05/13/2014|IF|05/13/2014|IF|06/09/2014 03:45 pm|ACC|||
SCARBOROUGH|N||009612296|R|1-1|1|30|29|1|VP|05/13/2014|VP|05/13/2014|VP|05/13/2014 09:20 am|ACC|||
SCARBOROUGH|N||009612436|D|1-1|1|30|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 08:50 am|ACC|||
SCARBOROUGH|N||009612508|R|1-1|1|30|28|1|VP|05/19/2014|VP|05/19/2014|VP|05/19/2014 01:48 pm|ACC|||
SCARBOROUGH|N||009612535|R|1-1|1|30|28|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 11:38 am|ACC|||
SCARBOROUGH|N||009612543|R|1-1|1|29|28|1|WV|05/14/2014|IF|05/14/2014|||REJ|||
SCARBOROUGH|N||009612545|R|1-1|1|29|28|1|WV|05/14/2014|IV|05/14/2014|||REJ|||
SCARBOROUGH|N||100373918|D|1-1|1|30|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 01:13 pm|ACC|||
SCARBOROUGH|N||009612722|R|1-1|1|30|29|1|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 03:57 pm|REJ|||
SCARBOROUGH|N||009612725|D|1-1|1|30|29|1|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 04:03 pm|ACC|||
SCARBOROUGH|N||009612771|D|1-1|1|30|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 01:04 pm|ACC|||
SCARBOROUGH|N||009612779|D|1-1|1|30|29|1|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 01:43 pm|ACC|||
SCARBOROUGH|N||009612854|D|1-1|1|30|28|1|WV|06/04/2014|IV|06/04/2014|DV|06/10/2014 10:25 am|ACC|||
SCARBOROUGH|N||009612902|R|1-1|1|30|27|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 03:26 pm|ACC|||
SCARBOROUGH|N||009612908|R|1-1|1|30|27|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 03:24 pm|ACC|||
SCARBOROUGH|N||009613037|D|1-1|1|30|29|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:50 am|ACC|||
SCARBOROUGH|N||009613047|R|1-1|1|30|28|1|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 11:55 am|ACC|||
SCARBOROUGH|N||048007249|R|1-1|1|30|28|1|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 02:35 pm|ACC|||
SCARBOROUGH|N||100266562|R|1-1|1|30|28|1|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 10:50 am|ACC|||
SCARBOROUGH|N||009613272|D|1-1|1|30|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 12:35 pm|ACC|||
SCARBOROUGH|N||009613412|D|1-1|1|30|29|1|VP|05/13/2014|VP|05/13/2014|VP|05/13/2014 09:55 am|ACC|||
SCARBOROUGH|N||009613522|D|1-1|1|30|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 12:25 pm|ACC|||
SCARBOROUGH|N||009613546|R|1-1|1|29|29|1|VP|05/13/2014|VP|05/13/2014|VP|05/13/2014 09:44 am|ACC|||
SCARBOROUGH|N||100313786|R|1-1|1|29|28|1|WV|06/05/2014|IF|06/05/2014|IF|06/05/2014 01:58 pm|ACC|||
SCARBOROUGH|N||009613813|R|1-1|1|30|29|1|WV|06/05/2014|IF|06/05/2014|IF|06/09/2014 08:32 am|ACC|||
SCARBOROUGH|N||009613817|R|1-1|1|30|29|1|WV|06/05/2014|IF|06/05/2014|||REJ|||
SCARBOROUGH|N||100297489|D|1-1|1|30|29|1|WV|06/05/2014|IV|06/05/2014|DV|06/06/2014 12:15 pm|ACC|||
SCARBOROUGH|N||100297495|R|1-1|1|30|29|1|WV|06/05/2014|IF|06/05/2014|IF|06/06/2014 12:15 pm|ACC|||
SCARBOROUGH|N||009614040|R|1-1|1|30|28|1|WV|06/05/2014|IF|06/05/2014|IF|06/09/2014 08:03 am|ACC|||
SCARBOROUGH|N||009614041|R|1-1|1|30|28|1|WV|06/05/2014|IF|06/05/2014|DV|06/10/2014 08:07 am|ACC|||
SCARBOROUGH|N||009614043|R|1-1|1|30|28|1|WV|06/05/2014|IV|06/05/2014|DV|06/09/2014 08:03 am|ACC|||
SCARBOROUGH|N||100296831|R|1-1|1|30|28|1|VP|05/19/2014|VP|05/19/2014|VP|05/19/2014 01:48 pm|ACC|||
SCARBOROUGH|N||009614120|D|1-1|1|30|29|1|ER|05/29/2014|MV|05/30/2014|DV|06/10/2014 07:53 am|ACC|||
SCARBOROUGH|N||009614157|D|1-1|1|30|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 10:25 am|ACC|||
SCARBOROUGH|N||009614210|R|1-1|1|30|28|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 09:40 am|ACC|||
SCARBOROUGH|N||009614216|R|1-1|1|30|28|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:10 pm|ACC|||
SCARBOROUGH|N||009614379|R|1-1|1|30|29|1|VP|05/13/2014|VP|05/13/2014|VP|05/13/2014 12:38 pm|ACC|||
SCARBOROUGH|N||009614385|R|1-1|1|30|29|1|ER|05/13/2014|MV|05/13/2014|MA|05/27/2014 10:15 am|ACC|||
SCARBOROUGH|N||009614486|R|1-1|1|29|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 12:15 pm|ACC|||
SCARBOROUGH|N||009614598|R|1-1|1|30|28|1|VP|05/13/2014|VP|05/13/2014|VP|05/13/2014 10:15 am|ACC|||
SCARBOROUGH|N||009614670|D|1-1|1|30|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 02:25 pm|ACC|||
SCARBOROUGH|N||100234500|D|1-1|1|30|28|1|WV|06/05/2014|IF|06/05/2014|IF|06/10/2014 03:30 pm|ACC|||
SCARBOROUGH|N||009614722|D|1-1|1|30|28|1|WV|06/05/2014|IV|06/05/2014|IF|06/10/2014 03:30 pm|ACC|||
SCARBOROUGH|N||009614723|D|1-1|1|30|28|1|WV|06/05/2014|IF|06/05/2014|DV|06/10/2014 03:30 pm|ACC|||
SCARBOROUGH|N||009614836|R|1-1|1|30|29|1|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 02:42 pm|ACC|||
SCARBOROUGH|N||009615020|D|1-1|1|29|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 09:25 am|ACC|||
SCARBOROUGH|N||009615132|D|1-1|1|30|29|1|WV|06/05/2014|IV|06/05/2014|DV|06/10/2014 09:00 am|ACC|||
SCARBOROUGH|N||009615215|R|1-1|1|30|29|1|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 09:40 am|ACC|||
SCARBOROUGH|N||009615229|D|1-1|1|30|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 01:50 pm|ACC|||
SCARBOROUGH|N||009615280|R|1-1|1|30|28|1|VP|05/13/2014|VP|05/13/2014|VP|05/13/2014 10:00 am|ACC|||
SCARBOROUGH|N||009615287|D|1-1|1|30|28|1|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 02:39 pm|ACC|||
SCARBOROUGH|N||009615301|D|1-1|1|30|29|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 03:37 pm|ACC|||
SCARBOROUGH|N||009615313|D|1-1|1|30|28|1|TR|06/02/2014|MV|06/02/2014|IF|06/06/2014 08:37 am|ACC|||
SCARBOROUGH|N||009615315|R|1-1|1|30|28|1|WV|06/02/2014|MV|06/02/2014|IF|06/06/2014 08:37 am|ACC|||
SCARBOROUGH|N||009615366|R|1-1|1|30|28|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 12:55 pm|ACC|||
SCARBOROUGH|N||009615444|R|1-1|1|30|28|1|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 12:12 pm|ACC|||
SCARBOROUGH|N||009615476|D|1-1|1|30|28|1|WV|06/05/2014|IF|06/05/2014|IF|06/10/2014 08:54 am|ACC|||
SCARBOROUGH|N||009615510|D|1-1|1|30|28|1|WV|05/23/2014|IV|05/23/2014|DV|06/06/2014 03:07 pm|ACC|||
SCARBOROUGH|N||009615523|D|1-1|1|30|28|1|WV|05/23/2014|IF|05/23/2014|IF|06/06/2014 03:10 pm|ACC|||
SCARBOROUGH|N||009615631|D|1-1|1|29|29|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:47 pm|ACC|||
SCARBOROUGH|N||009615632|D|1-1|1|29|29|1|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 09:30 am|ACC|||
SCARBOROUGH|N||009615643|D|1-1|1|30|29|1|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 09:25 am|ACC|||
SCARBOROUGH|N||048008601|D|1-1|1|30|28|1|WV|06/02/2014|IV|06/02/2014|DV|06/10/2014 09:35 am|ACC|||
SEARSMONT|N||051004541|R|1-1|2|11|96|3|WV|06/02/2014|IV|06/02/2014|DV|06/09/2014 09:50 am|ACC|||
SEARSMONT|N||100089476|R|1-1|2|11|96|3|WV|06/02/2014|IV|06/02/2014|DV|06/02/2014 04:15 pm|ACC|||
SEARSMONT|N||051004584|R|1-1|2|11|96|3|WV|06/02/2014|IV|06/02/2014|IF|06/09/2014 09:50 am|ACC|||
SEARSMONT|N||040000344|R|1-1|2|11|96|3|WV|06/02/2014|IV|06/02/2014|DV|06/09/2014 09:50 am|ACC|||
SEARSMONT|N||040000788|D|1-1|2|11|96|3|WV|05/19/2014|IF|05/19/2014|IF|05/20/2014 02:00 pm|ACC|||
SEARSMONT|N||040000789|D|1-1|2|11|96|3|WV|05/19/2014|IV|05/19/2014|MA|05/20/2014 02:00 pm|ACC|||
SEARSPORT|N||040100113|D|1-1|2|11|98|2|ER|06/04/2014|MV|06/04/2014|MA|06/09/2014 11:51 am|ACC|||
SEARSPORT|N||051003571|R|1-1|2|11|98|2|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:36 am|ACC|||
SEARSPORT|N||040100409|D|1-1|2|11|98|2|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 11:48 am|ACC|||
SEARSPORT|N||040100410|D|1-1|2|11|98|2|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 11:51 am|ACC|||
SEARSPORT|N||040100412|D|1-1|2|11|98|2|WV|06/04/2014|MV|06/04/2014|DV|06/09/2014 03:09 pm|ACC|||
SEARSPORT|N||040100611|R|1-1|2|11|98|2|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 08:42 am|ACC|||
SEARSPORT|N||040100675|R|1-1|2|11|98|2|TR|05/30/2014|MV|05/30/2014|DV|06/05/2014 01:45 pm|ACC|||
SEARSPORT|N||040100676|R|1-1|2|11|98|2|TR|05/30/2014|MV|05/30/2014|DV|06/05/2014 01:47 pm|ACC|||
SEARSPORT|N||040100731|D|1-1|2|11|98|2|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 02:49 pm|ACC|||
SEARSPORT|N||040100851|R|1-1|2|11|98|2|WV|05/29/2014|IV|05/29/2014|IF|06/02/2014 11:41 am|ACC|||
SEARSPORT|N||040100854|R|1-1|2|11|98|2|WV|05/30/2014|IV|05/30/2014|DV|06/02/2014 12:20 pm|ACC|||
SEARSPORT|N||051702088|R|1-1|2|11|98|2|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 03:30 pm|ACC|||
SEARSPORT|N||040101211|D|1-1|2|11|98|2|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 10:53 am|ACC|||
SEARSPORT|N||040101310|D|1-1|2|11|98|2|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 02:10 pm|ACC|||
SEARSPORT|N||040101490|D|1-1|2|11|98|2|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:40 pm|ACC|||
SEARSPORT|N||040101733|R|1-1|2|11|98|2|TR|06/05/2014|MV|06/05/2014|IF|06/09/2014 12:18 pm|ACC|||
SEARSPORT|N||040102157|R|1-1|2|11|98|2|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 10:51 am|ACC|||
SEARSPORT|N||016002442|D|1-1|2|11|98|2|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 01:39 pm|ACC|||
SEARSPORT|N||100027975|D|1-1|2|11|98|2|WV|05/23/2014|IV|05/23/2014|DV|05/28/2014 11:53 am|ACC|||
SEBAGO|N||009700224|R|1-1|1|19|68|1|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 02:25 pm|ACC|||
SEBAGO|N||009700843|D|1-1|1|19|68|1|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 11:48 am|ACC|||
SEBAGO|N||009701173|D|1-1|1|19|68|1|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 01:33 pm|ACC|||
SEBAGO|N||048716034|D|1-1|1|19|68|1|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 01:06 pm|ACC|||
SEBEC|N||100181507|R|1-1|2|4|119|2|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 07:13 pm|ACC|||
SEDGWICK|N||014600043|D|1-1|2|7|133|2|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 04:05 pm|ACC|||
SEDGWICK|N||014600051|R|1-1|2|7|133|2|WV|05/29/2014|MV|05/29/2014|MA|06/02/2014 09:00 am|ACC|||
SEDGWICK|N||014600053|R|1-1|2|7|133|2|WV|05/29/2014|MV|05/29/2014|MA|06/02/2014 09:00 am|ACC|||
SEDGWICK|N||014600161|R|1-1|2|7|133|2|WV|06/10/2014|IF|06/10/2014|IF|06/10/2014 04:00 pm|ACC|||
SEDGWICK|N||014600257|R|1-1|2|7|133|2|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 11:28 am|ACC|||
SEDGWICK|N||014900438|D|1-1|2|7|133|2|WV|05/29/2014|MV|05/29/2014|MA|06/02/2014 09:00 am|ACC|||
SEDGWICK|N||014600591|D|1-1|2|7|133|2|WV|06/04/2014|IF|06/04/2014|MA|06/10/2014 07:30 am|ACC|||
SEDGWICK|N||014600594|D|1-1|2|7|133|2|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 02:22 pm|ACC|||
SEDGWICK|N||014600700|R|1-1|2|7|133|2|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 11:28 am|ACC|||
SEDGWICK|N||014600854|D|1-1|2|7|133|2|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 11:29 am|ACC|||
SHAPLEIGH|N||048100013|D|1-1|1|33|21|4|WV|06/05/2014|IF|06/05/2014|IF|06/10/2014 04:31 pm|ACC|||
SHAPLEIGH|N||100152483|D|1-1|1|33|21|4|ER|05/27/2014|MV|05/27/2014|MA|06/03/2014 09:20 am|ACC|||
SHAPLEIGH|N||048100374|D|1-1|1|33|20|4|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 10:58 am|ACC|||
SHAPLEIGH|N||048100376|D|1-1|1|33|20|4|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 11:00 am|ACC|||
SHAPLEIGH|N||048100417|D|1-1|1|33|21|4|TR|05/21/2014|MV|05/21/2014|MA|06/03/2014 09:22 am|ACC|||
SHAPLEIGH|N||048100595|R|1-1|1|33|20|4|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 01:53 pm|ACC|||
SHAPLEIGH|N||048100649|D|1-1|1|33|21|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:38 am|ACC|||
SHAPLEIGH|N||048100743|R|1-1|1|33|20|4|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 03:44 pm|ACC|||
SHAPLEIGH|N||048100744|R|1-1|1|33|20|4|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 03:37 pm|ACC|||
SHAPLEIGH|N||048100792|D|1-1|1|33|21|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 09:57 am|ACC|||
SHAPLEIGH|N||048100800|R|1-1|1|33|21|4|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 09:23 am|ACC|||
SHAPLEIGH|N||048100899|D|1-1|1|33|21|4|WV|05/29/2014|IV|05/29/2014|MA|06/03/2014 12:00 pm|ACC|||
SHAPLEIGH|N||048100974|D|1-1|1|33|21|4|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 12:29 pm|ACC|||
SHAPLEIGH|N||052206827|D|1-1|1|33|20|4|ER|06/05/2014|MV|06/05/2014|||REJ|||
SHAPLEIGH|N||100152168|R|1-1|1|33|21|4|WV|05/30/2014|IF|05/30/2014|||REJ|||
SHAPLEIGH|N||048101284|D|1-1|1|33|21|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 04:13 pm|ACC|||
SHAPLEIGH|N||048101287|D|1-1|1|33|21|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 04:13 pm|ACC|||
SHAPLEIGH|N||100012956|G|1-1|1|33|21|4|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 12:49 pm|ACC|||
SHAPLEIGH|N||048101394|R|1-1|1|33|20|4|WV|06/03/2014|IF|06/03/2014|IF|06/05/2014 05:00 pm|ACC|||
SHAPLEIGH|N||048101440|D|1-1|1|33|21|4|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 02:33 pm|ACC|||
SHAPLEIGH|N||048101499|D|1-1|1|33|21|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 04:00 pm|ACC|||
SHAPLEIGH|N||048101629|D|1-1|1|33|20|4|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 03:25 pm|ACC|||
SHAPLEIGH|N||048101669|R|1-1|1|33|21|4|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 06:56 pm|ACC|||
SHAPLEIGH|N||048101730|D|1-1|1|33|21|4|TR|05/21/2014|MV|05/21/2014|MA|06/03/2014 12:00 pm|ACC|||
SHAPLEIGH|N||048101758|D|1-1|1|33|20|4|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 01:45 pm|ACC|||
SHAPLEIGH|N||048101792|D|1-1|1|33|20|4|ER|05/29/2014|MV|05/29/2014|MA|06/06/2014 12:22 pm|ACC|||
SHAPLEIGH|N||048101793|D|1-1|1|33|20|4|ER|05/29/2014|MV|05/29/2014|MA|06/06/2014 12:21 pm|ACC|||
SHAPLEIGH|N||048101802|R|1-1|1|33|21|4|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 12:50 pm|ACC|||
SHAPLEIGH|N||048100690|D|1-1|1|33|21|4|WV|05/30/2014|IF|05/30/2014|MA|06/03/2014 12:00 pm|ACC|||
SHERMAN|N||100060426|D|1-1|2|2|145|1|TR|05/21/2014|IV|05/21/2014|MA|05/29/2014 09:33 am|ACC|||
SHERMAN|N||006300130|R|1-1|2|2|145|1|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 04:25 pm|ACC|||
SHERMAN|N||006300428|R|1-1|2|2|145|1|WV|06/05/2014|IF|06/05/2014|IF|06/06/2014 08:00 am|ACC|||
SHERMAN|N||006300476|R|1-1|2|2|145|1|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 10:17 am|ACC|||
SHIRLEY|N||033200070|R|1-1|2|4|119|1|TR|06/03/2014|MV|06/03/2014|MA|06/10/2014 07:36 am|ACC|||
SHIRLEY|N||033200072|R|1-1|2|4|119|1|TR|06/03/2014|MV|06/03/2014|MA|06/10/2014 07:37 am|ACC|||
SHIRLEY|N||032200844|D|1-1|2|4|119|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 08:33 am|ACC|||
SIDNEY|N||017500372|D|1-1|2|15|77|1|WV|06/02/2014|IF|06/02/2014|MA|06/05/2014 02:56 pm|ACC|||
SIDNEY|N||017500400|R|1-1|2|15|77|1|ER|05/26/2014|MV|05/27/2014|MA|06/06/2014 03:30 pm|ACC|||
SIDNEY|N||017500401|R|1-1|2|15|77|1|ER|05/26/2014|MV|05/27/2014|MA|06/06/2014 03:30 pm|ACC|||
SIDNEY|N||017500696|R|1-1|2|15|77|1|VP|05/19/2014|VP|05/19/2014|VP|05/19/2014 01:17 pm|ACC|||
SIDNEY|N||017500885|D|1-1|2|15|77|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:00 pm|ACC|||
SIDNEY|N||017500902|D|1-1|2|15|77|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:04 pm|ACC|||
SIDNEY|N||017500955|R|1-1|2|15|77|1|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 05:30 pm|ACC|||
SIDNEY|N||017501061|D|1-1|2|15|77|1|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 01:40 pm|ACC|||
SIDNEY|N||017501349|R|1-1|2|15|77|1|VP|06/01/2014|VP|06/01/2014|VP|06/01/2014 10:27 am|ACC|||
SIDNEY|N||017501488|R|1-1|2|15|77|1|WV|06/02/2014|IV|06/02/2014|MA|06/06/2014 10:23 am|ACC|||
SIDNEY|N||017501506|D|1-1|2|15|77|1|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 12:00 pm|ACC|||
SIDNEY|N||017501507|D|1-1|2|15|77|1|WV|05/29/2014|IF|05/29/2014|MA|06/05/2014 02:56 pm|ACC|||
SIDNEY|N||017002740|D|1-1|2|15|77|1|VP|06/01/2014|VP|06/01/2014|VP|06/01/2014 10:31 am|ACC|||
SIDNEY|N||017502480|D|1-1|2|15|77|1|VP|05/12/2014|VP|05/12/2014|VP|05/12/2014 12:47 pm|ACC|||
SIDNEY|N||017502588|D|1-1|2|15|77|1|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 03:38 pm|ACC|||
SIDNEY|N||017502669|D|1-1|2|15|77|1|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 09:04 am|ACC|||
SIDNEY|N||017502686|R|1-1|2|15|77|1|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 09:25 am|ACC|||
SINCLAIR (T17 R4)|N||053300117|D|1-1|2|1|150|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 08:22 am|ACC|||
SINCLAIR (T17 R4)|N||053300196|D|1-1|2|1|150|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 01:43 pm|ACC|||
SINCLAIR (T17 R4)|N||100380970|D|1-1|2|1|150|3|VP|06/03/2014|IV|06/03/2014|MA|06/05/2014 01:10 pm|ACC|||
SKOWHEGAN|N||037600072|R|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 01:24 pm|ACC|||
SKOWHEGAN|N||037600074|R|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 01:23 pm|ACC|||
SKOWHEGAN|N||037600150|D|1-1|2|3|107|4|WV|06/05/2014|IF|06/05/2014|IF|06/09/2014 11:04 am|ACC|||
SKOWHEGAN|N||100239891|R|1-1|2|3|107|4|WV|05/15/2014|MV|05/15/2014|||REJ|||
SKOWHEGAN|N||037600339|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 09:50 am|ACC|||
SKOWHEGAN|N||037600440|G|1-1|2|3|107|4|WV|06/03/2014|IV|06/03/2014|DV|06/04/2014 09:30 am|ACC|||
SKOWHEGAN|N||037600444|R|1-1|2|3|107|4|WV|06/03/2014|IF|06/03/2014|IF|06/04/2014 09:30 am|ACC|||
SKOWHEGAN|N||037600868|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 09:35 am|ACC|||
SKOWHEGAN|N||037600908|R|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 10:53 am|ACC|||
SKOWHEGAN|N||037601013|R|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 09:10 am|ACC|||
SKOWHEGAN|N||037601108|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 10:15 am|ACC|||
SKOWHEGAN|N||037601237|R|1-1|2|3|107|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 02:23 pm|ACC|||
SKOWHEGAN|N||037601255|R|1-1|2|3|107|4|WV|06/04/2014|IF|06/04/2014|MA|06/06/2014 09:18 am|ACC|||
SKOWHEGAN|N||037601449|D|1-1|2|3|107|4|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:21 pm|ACC|||
SKOWHEGAN|N||037601682|R|1-1|2|3|107|4|WV|05/14/2014|IF|05/14/2014|IF|05/20/2014 12:53 pm|ACC|||
SKOWHEGAN|N||037601726|R|1-1|2|3|107|4|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 08:35 am|ACC|||
SKOWHEGAN|N||037601761|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 10:00 am|ACC|||
SKOWHEGAN|N||037601833|D|1-1|2|3|107|4|TR|06/05/2014|MV|06/05/2014|DV|06/10/2014 07:50 am|ACC|||
SKOWHEGAN|N||037601940|R|1-1|2|3|107|4|WV|06/03/2014|IF|06/03/2014|MA|06/09/2014 09:30 am|ACC|||
SKOWHEGAN|N||037601958|R|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 11:10 am|ACC|||
SKOWHEGAN|N||037602073|R|1-1|2|3|107|4|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 02:48 pm|ACC|||
SKOWHEGAN|N||037602163|D|1-1|2|3|107|4|WV|06/04/2014|IV|06/04/2014|DV|06/05/2014 11:50 am|ACC|||
SKOWHEGAN|N||016400900|D|1-1|2|3|107|4|WV|06/04/2014|IF|06/04/2014|IF|06/05/2014 11:50 am|ACC|||
SKOWHEGAN|N||037602398|D|1-1|2|3|107|4|WV|05/28/2014|IF|05/28/2014|MA|05/29/2014 09:32 am|ACC|||
SKOWHEGAN|N||100060088|D|1-1|2|3|107|4|WV|05/28/2014|IF|05/28/2014|MA|06/02/2014 09:40 am|ACC|||
SKOWHEGAN|N||100036476|D|1-1|2|3|107|4|WV|05/28/2014|IV|05/28/2014|MA|05/29/2014 09:32 am|ACC|||
SKOWHEGAN|N||037602635|R|1-1|2|3|107|4|WV|06/05/2014|IF|06/05/2014|IF|06/10/2014 08:00 am|ACC|||
SKOWHEGAN|N||037602862|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 10:10 am|ACC|||
SKOWHEGAN|N||100374731|D|1-1|2|3|107|4|WV|06/03/2014|IV|06/03/2014|MA|06/05/2014 09:59 am|ACC|||
SKOWHEGAN|N||037602986|D|1-1|2|3|107|4|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 09:11 am|ACC|||
SKOWHEGAN|N||100374732|D|1-1|2|3|107|4|WV|06/03/2014|IF|06/03/2014|MA|06/05/2014 09:59 am|ACC|||
SKOWHEGAN|N||037603586|R|1-1|2|3|107|4|WV|06/05/2014|IF|06/05/2014|IF|06/06/2014 10:38 am|ACC|||
SKOWHEGAN|N||037603590|R|1-1|2|3|107|4|WV|06/05/2014|IV|06/05/2014|DV|06/06/2014 10:39 am|ACC|||
